id,docket_id,entry_id,entry_number,date_filed,description
581,4346,100551672,10010220274,2019-08-29,"[10674493] Civil case docketed. Preliminary record filed. DATE RECEIVED: 08/29/2019 Docketing statement, transcript order form and notice of appearance due 09/12/2019 for Progressive Direct Insurance Company. Notice of appearance due on 09/12/2019 for Tallie McKinney [19-6127] [Entered: 08/29/2019 10:17 AM]"
582,4346,100551673,,2019-08-29,"10674618 Entry of appearance submitted by Brad L. Roberson, Esquire and Dawn M. Goeres, Esquire for Appellant Progressive Direct Insurance Company for court review. Certificate of Interested Parties: Yes. Served on 08/29/2019. Manner of Service: email, US mail. [19-6127] --[Edited 08/29/2019 by SLS to remove PDF from docket entry as the document has been filed.] BLR [Entered: 08/29/2019 01:32 PM]"
583,4346,100551674,10010220527,2019-08-29,"[10674622] Entry of appearance filed by Mrs. Dawn Michelle Goeres and Mr. Brad Leslie Roberson for Progressive Direct Insurance Company. CERT. OF INTERESTED PARTIES: y. Served on 08/29/2019. Manner of Service: email, US mail. [19-6127] [Entered: 08/29/2019 01:41 PM]"
584,4346,358287886,10010616733,2021-12-09,
585,5713,64042973,4,2019-01-07,"ORDER filed to consolidate for briefing and submission cases 19-1028/1029. [19-1028, 19-1029] (CB) [Entered: 01/07/2019 10:26 AM]"
586,5713,64042970,1,2019-01-07,Criminal Case Docketed. Notice filed by Appellant Victor Carlos Castano. Transcript needed: y. (CB) [Entered: 01/07/2019 09:41 AM]
587,5713,64042972,3,2019-01-07,RULING LETTER SENT to extend appointment of Mr. Richard Gerard Convertino for Victor Carlos Castano as counsel under the Criminal Justice Act. (CB) [Entered: 01/07/2019 09:43 AM]
588,5713,64042971,2,2019-01-07,The case manager for this case is: Cheryl Borkowski (CB) [Entered: 01/07/2019 09:42 AM]
589,5713,64042974,5,2019-01-08,"APPEARANCE filed for Appellee USA in 19-1028, 19-1029 by Sheldon N. Light. Certificate of Service: 01/08/2019. [19-1028, 19-1029] (SNL) [Entered: 01/08/2019 11:17 AM]"
590,5713,64042975,8,2019-01-29,"SHOW CAUSE order filed to have Appellant Victor Carlos Castano in 19-1028, 19-1029 show cause why this court should not proceed with disciplinary action. Response due by 02/05/2019 for Victor Carlos Castano. [19-1028, 19-1029]. Appearance form and transcript entry to be filed. (CB) [Entered: 01/29/2019 09:44 AM]"
591,5713,64042976,9,2019-02-11,"ORDER filed terminating Richard Convertino as counsel for Victor Castano. Replacement counsel shall be appointed under the CJA Act to represent the appellant on appeal. [19-1028, 19-1029] (CB) [Entered: 02/11/2019 01:15 PM]"
592,5713,64042977,10,2019-02-14,"Pre-sentence report filed. [19-1028, 19-1029] (MH) [Entered: 02/14/2019 08:55 AM]"
593,5713,64042978,11,2019-02-14,"APPEARANCE filed for Appellant Victor Carlos Castano in 19-1028, 19-1029 by Richard G. Convertino. Certificate of Service: 02/14/2019. [19-1028, 19-1029] (RGC) [Entered: 02/14/2019 10:48 AM]"
594,5713,64042979,12,2019-02-14,"TRANSCRIPT ORDER filed - transcript is already on file in the District Court Clerks Office. Filed by Mr. Richard Gerard Convertino in 19-1028, Mr. Richard Gerard Convertino for Victor Carlos Castano in 19-1029. Certificate of Service: 02/14/2019. [19-1028, 19-1029] (RGC) [Entered: 02/14/2019 11:16 AM]"
595,5713,64042980,13,2019-02-19,"FILED: Motion to continue CJA representation filed by Mr. Richard Gerard Convertino in 19-1028, Mr. Richard Gerard Convertino for Victor Carlos Castano in 19-1029. Certificate of Service: 02/19/2019. [19-1028, 19-1029]--[Edited 02/20/2019 by CB] (RGC) [Entered: 02/19/2019 02:11 PM]"
596,5713,64042981,14,2019-02-20,"ORDER filed for reinstating Richard Convertino as CJA counsel for the appellant. [19-1028, 19-1029] (CB) [Entered: 02/20/2019 12:51 PM]"
597,5713,64042982,15,2019-02-20,"BRIEFING LETTER SENT setting briefing schedule: appellant brief due 04/01/2019;. appellee brief due 05/01/2019; [19-1028, 19-1029] (CB) [Entered: 02/20/2019 01:24 PM]"
598,5713,64042983,16,2019-03-04,"APPEARANCE filed for Appellant Victor Carlos Castano in 19-1028, 19-1029 by Thomas J. Gruscinski. Certificate of Service: 03/04/2019. [19-1028, 19-1029] (TJG) [Entered: 03/04/2019 02:16 PM]"
599,5713,64042984,17,2019-03-07,"MOTION filed by Mr. Thomas Jude Gruscinski for Victor Carlos Castano in 19-1028 to extend time to file brief. Certificate of Service: 03/07/2019. [19-1028, 19-1029] (TJG) [Entered: 03/07/2019 01:46 PM]"
600,5713,64042985,18,2019-03-14,"RULING LETTER SENT granting in part and denying in part motion to extend time to file brief [17] filed by Mr. Thomas Jude Gruscinski. The briefing will not be held in abeyance (no transcript has been ordered on the Sixth Circuit Docket), therefore a 30 day extension will be granted only . Resetting briefing schedule: appellant brief now due 04/01/2019. appellee brief now due 05/01/2019. [19-1028, 19-1029] (CB) [Entered: 03/14/2019 01:54 PM]"
601,5713,64042986,19,2019-03-14,"TRANSCRIPT ordered from Ms. Christin Elizabeth Russell in 19-1028, 19-1029, filed by Mr. Richard Gerard Convertino for Victor Carlos Castano in 19-1028, 19-1029. [19] ; ----- This is to order a transcript of the following proceedings and to certify that satisfactory financial arrangements have been completed ----- Transcript ordered on: 12/31/2018 ; District Court Judge/Magistrate: Robert H. Cleland ; Hearing Dates: 12/17/2018 SENTENCING ; Method of Payment: Criminal Justice Act CJA-24 Authorization Date: 01/04/2019 ; CJA-24 Authorization Number: 0645.0754116 ; Court reporter acknowledgement is due in 14 days. Certificate of Service: 03/14/2019. [19-1028, 19-1029] (RGC) [Entered: 03/14/2019 03:07 PM]"
602,5713,64042988,21,2019-03-15,"RULING LETTER SENT to hold briefing in abeyance pending receipt of transcript ordered by the appellant. [19-1028, 19-1029] (CB) [Entered: 03/15/2019 07:22 AM]"
603,5713,64042987,20,2019-03-15,"NOTIFICATION: Setting acknowledgement deadline, relating to transcript order, [19]. Christin Elizabeth Russell's acknowledgement is due 03/29/2019. [19-1028, 19-1029] (CB) [Entered: 03/15/2019 07:18 AM]"
604,5713,64042990,23,2019-03-19,"NOTIFICATION: Setting acknowledgement deadline, relating to transcript order, [22]. Christin Elizabeth Russell's acknowledgement is due 04/02/2019. [19-1028, 19-1029] (CB) [Entered: 03/19/2019 01:43 PM]"
605,5713,64042989,22,2019-03-19,"TRANSCRIPT ordered from Ms. Christin Elizabeth Russell in 19-1028, 19-1029, filed by Mr. Richard Gerard Convertino for Victor Carlos Castano in 19-1028, 19-1029. [22] ; ----- This is to order a transcript of the following proceedings and to certify that satisfactory financial arrangements have been completed ----- Transcript ordered on: 01/03/2019 ; District Court Judge/Magistrate: Robert H Cleland ; Hearing Dates: 07/11/2018 Hearing ; Method of Payment: Criminal Justice Act CJA-24 Authorization Date: 01/04/2019 ; CJA-24 Authorization Number: 0645.0755372 ; Court reporter acknowledgement is due in 14 days. Certificate of Service: 03/19/2019. [19-1028, 19-1029] (RGC) [Entered: 03/19/2019 01:20 PM]"
606,5713,64042992,25,2019-04-02,"Court Reporter Acknowledgement filed by Ms. Christin Elizabeth Russell in 19-1028, 19-1029, for transcript [19] ; Arrangements for payment were made on 01/04/2019 ; Estimated completion date: 04/08/2019 ; Estimated number of pages: 175. [19-1028, 19-1029] (CER) [Entered: 04/02/2019 03:55 PM]"
607,5713,64042991,24,2019-04-02,"Court Reporter Acknowledgement filed by Ms. Christin Elizabeth Russell in 19-1028, 19-1029, for transcript [22] ; Incorrect order: Incorrect date indicated on the transcript order form. The correct date for proceedings were held on 6/11/2018., Arrangements for payment were made on 01/04/2019 ; Estimated completion date: 04/08/2019 ; Estimated number of pages: 92. [19-1028, 19-1029] (CER) [Entered: 04/02/2019 03:53 PM]"
608,5713,64042993,26,2019-04-03,"NOTIFICATION: Setting transcript deadline, relating to transcript order, [22], relating to transcript order, [19] Transcript to be filed in district court by Christin Elizabeth Russell by 05/03/2019. [19-1028, 19-1029] (CB) [Entered: 04/03/2019 09:57 AM]"
609,5713,64042994,27,2019-04-09,"Transcript, [22], [19], has been filed in the District Court on 04/08/2019 ; Court Reporter: Ms. Christin Elizabeth Russell in 19-1029, 19-1028 ; Actual Number of Pages: 276 ; Actual Number of Volumes: 2. ; [19-1029, 19-1028] (CER) [Entered: 04/09/2019 12:51 PM]"
610,5713,64042995,28,2019-04-09,"BRIEFING LETTER SENT setting briefing schedule: appellant brief due 05/20/2019;. appellee brief due 06/18/2019; [19-1028, 19-1029] (CB) [Entered: 04/09/2019 02:21 PM]"
611,8175,115235640,505192985,2019-11-08,"APPELLEE'S BRIEF FILED. # of Copies Provided: 0. E/Res's Brief deadline satisfied. Reply Brief due on 11/29/2019 for Appellants Tammy O'Connor and Michael Stewart. Paper Copies of Brief due on 11/18/2019 for Appellee Jason Cory. [19-10622]REVIEWED AND/OR EDITED - The original text prior to review appeared as follows: APPELLEE'S BRIEF FILED by Mr. Jason Cory. Date of service: 11/08/2019 via email - Attorney for Appellees: Masso, Roberts, Shanes, Stevens; Attorney for Appellant: Ryan; US mail - Attorney for Appellee: Potter [19-10622] (Jadd Fitzgerald Masso ) [Entered: 11/08/2019 12:17 PM]"
612,8175,115235641,,2019-11-12,"ATTORNEY NOT PARTICIPATING. Scott Shanes and Chase Potter are designated as inactive in this case. Reason: No Appearance Form, not on brief. [19-10622] (WMJ) [Entered: 11/12/2019 09:23 AM]"
613,8175,115235642,505200265,2019-11-14,UNOPPOSED MOTION to extend time to file reply brief until 12/20/2019 [9190309-2]. [19-10622]REVIEWED AND/OR EDITED - The original text prior to review appeared as follows: UNOPPOSED LEVEL 1 EXTENSION REQUESTED by Appellants Ms. Tammy O'Connor and Mr. Michael Stewart for filing Reply Briefs to Appellees' Opening Briefs filed by Appellee Furst/Farb and Appellee Cory until 12/20/2019 [19-10622] (Andrew Baxter Ryan ) [Entered: 11/14/2019 04:54 PM]
614,8175,115235643,,2019-11-14,Paper copies of Appellee Brief filed by Appellee Mr. Jason Cory in 19-10622 received. Paper copies match electronic version of document? Yes # of Copies Provided: 7. Paper Copies of Brief due deadline satisfied. [19-10622] (ABT) [Entered: 11/15/2019 03:07 PM]
615,8175,115235644,505200982,2019-11-15,CLERK ORDER granting in part Motion to extend time to file reply brief filed by Appellants Mr. Michael Stewart and Ms. Tammy O'Connor [9190309-2] Reply Brief deadline updated to 12/13/2019 for Appellants Tammy O'Connor and Michael Stewart [19-10622] (LEF) [Entered: 11/15/2019 11:45 AM]
616,8175,115235645,505236503,2019-12-13,"APPELLANT'S REPLY BRIEF FILED # of Copies Provided: 0. Reply Brief deadline satisfied. Paper Copies of Brief due on 12/23/2019 for Appellants Tammy O'Connor and Michael Stewart. [19-10622]REVIEWED AND/OR EDITED - The original text prior to review appeared as follows: APPELLANT'S REPLY BRIEF FILED by Ms. Tammy O'Connor and Mr. Michael Stewart. Date of service: 12/13/2019 via email - Attorney for Appellees: Masso, Roberts, Stevens; Attorney for Appellant: Ryan [19-10622] (Andrew Baxter Ryan ) [Entered: 12/13/2019 04:44 PM]"
617,8175,115235646,,2019-12-20,Paper copies of Appellant Reply Brief filed by Appellants Mr. Michael Stewart and Ms. Tammy O'Connor in 19-10622 received. Paper copies match electronic version of document? Yes # of Copies Provided: 7. Paper Copies of Brief due deadline satisfied. [19-10622] (DDL) [Entered: 12/30/2019 06:26 AM]
618,8175,115235647,505260417,2020-01-06,"UNOPPOSED MOTION filed by Appellee Mr. Jason Cory to file supplemental brief [9223717-2] Supplemental brief included? Yes. Date of service: 01/06/2020 via email - Attorney for Appellees: Masso, Roberts, Stevens; Attorney for Appellant: Ryan [19-10622] (Jadd Fitzgerald Masso ) [Entered: 01/06/2020 07:54 PM]"
619,8175,115235648,505263648,2020-01-08,CLERK ORDER granting Motion to file appellee's supp brief filed by Appellee Mr. Jason Cory [9223717-2] [19-10622] (MFY) [Entered: 01/08/2020 02:30 PM]
620,8175,115235649,505263804,2020-01-08,APPELLEE'S SUPPLEMENTAL BRIEF FILED by Mr. Jason Cory # of Copies Provided: 0 Paper Copies of Brief due on 01/13/2020 for Appellee Jason Cory. [19-10622] (MFY) [Entered: 01/08/2020 03:01 PM]
621,9799,86969179,,2019-04-29,"APPENDIX filed by Appellant Jose R. Morales-Soto in 18-1634, 18-1635, 18-1636. Number of volumes: 1. Number of copies: 7. Certificate of service dated 04/23/2019. [18-1634, 18-1635, 18-1636] (AMM) [Entered: 04/29/2019 01:48 PM]"
622,9799,86969180,,2019-04-29,"TEN (10) paper copies of appellant/petitioner brief [6248595-2] submitted by Appellant Jose R. Morales-Soto in 18-1634, 18-1635, 18-1636. [18-1634, 18-1635, 18-1636] (JMK) [Entered: 04/29/2019 04:22 PM]"
623,9799,86969181,107433402,2019-04-30,"NOTICE of appearance on behalf of Appellee US in 18-1636, 18-1634, 18-1635 filed by Attorney Julia M. Meconiates. Certificate of service dated 04/30/2019. [18-1636, 18-1634, 18-1635] (JM) [Entered: 04/30/2019 03:52 PM]"
624,9799,86969182,107436747,2019-05-08,"ORDER entered by Sandra L. Lynch, Appellate Judge: Appellant's Motion for Leave to File Exhibit to His Motion to Withdraw Attorney is denied as moot, the substantive motion having been denied on April 18, 2019. [18-1634, 18-1635, 18-1636] (TS) [Entered: 05/08/2019 02:05 PM]"
625,9799,86969183,107441445,2019-05-20,"MOTION to extend time to file brief filed by Appellee US in 18-1634, 18-1635, 18-1636. Certificate of service dated 05/20/2019. [18-1634, 18-1635, 18-1636] (JM) [Entered: 05/20/2019 04:54 PM]"
626,9799,86969184,107441528,2019-05-21,"ORDER granting motion to extend time to file brief filed by Appellee US. Brief due 06/20/2019 for appellee United States. [18-1634, 18-1635, 18-1636] (KC) [Entered: 05/21/2019 09:40 AM]"
